장비ID,장비명/국사명,사업장,순서,key,업무명,운용팀,장비명/국사명,장비ID,국사,본부,자산현행화(세부항목),MOSS(BS)발행,자산점검 완료(MOSS 미발행),
112.167.181.202,철거대상#읍내리 시몬의집#-E5016H,충청남도 아산시 신창면 읍내리 450-3,1,1충청남도 아산시 신창면 읍내리 450-3,L2 자산철거(현장확인 대상),서대구,철거대상#읍내리 시몬의집#-E5016H,112.167.181.202,동촌국사,대구,,,,충청남도 아산시 신창면 읍내리 450-3
118.42.145.86,철거대상#고객없음가전리_별빛하우스_3동#-E5624R,충청남도 천안시 병천면 가전리 1634-15,1,1충청남도 천안시 병천면 가전리 1634-15,L2 자산철거(현장확인 대상),포항,철거대상#고객없음가전리_별빛하우스_3동#-E5624R,118.42.145.86,북포항국사,대구,,,,충청남도 천안시 병천면 가전리 1634-15
211.194.134.112,온천동1590_1공동주택-E5616R,충청남도 아산시 온천동 1590-1,1,1충청남도 아산시 온천동 1590-1,L2 자산철거(현장확인 대상),서대구,온천동1590_1공동주택-E5616R,211.194.134.112,동촌국사,대구,,,,충청남도 아산시 온천동 1590-1
211.229.184.111,#나우빌_FK35J180#-E5616R,충청남도 천안시 서북구 두정동 748-0,1,1충청남도 천안시 서북구 두정동 748-0,L2 자산철거(현장확인 대상),서대구,#나우빌_FK35J180#-E5616R,211.229.184.111,동촌국사,대구,,,,충청남도 천안시 서북구 두정동 748-0
59.27.158.198,#_FI08_아산_행목_배미동150-12#-E5024,충청남도 아산시 배미동 150-2,1,1충청남도 아산시 배미동 150-2,L2 자산철거(현장확인 대상),남대구,#_FI08_아산_행목_배미동150-12#-E5024,59.27.158.198,서대구국사,대구,,,,충청남도 아산시 배미동 150-2
211.229.185.17,현장확인필요#탑모텔-멀티룸팩_MAIN#1-E5016H,충청남도 천안시 서북구 불당동 706-0,1,1충청남도 천안시 서북구 불당동 706-0,L2 자산철거(현장확인 대상),포항,현장확인필요#탑모텔-멀티룸팩_MAIN#1-E5016H,211.229.185.17,북포항국사,대구,,,,충청남도 천안시 서북구 불당동 706-0
59.27.223.98,철거대상#(리모델링)성정동1394(MAIN)#-E5016H,충청남도 천안시 서북구 성정동 1394-0,1,1충청남도 천안시 서북구 성정동 1394-0,L2 자산철거(현장확인 대상),서대구,철거대상#(리모델링)성정동1394(MAIN)#-E5016H,59.27.223.98,동촌국사,대구,,,,충청남도 천안시 서북구 성정동 1394-0
221.158.228.180,철거대상#테리우스#-E5024H,충청남도 천안시 서북구 성정동 201-7,1,1충청남도 천안시 서북구 성정동 201-7,L2 자산철거(현장확인 대상),구미,철거대상#테리우스#-E5024H,221.158.228.180,선산국사,대구,,,,충청남도 천안시 서북구 성정동 201-7
221.145.159.93,철거대상#1_삼룡동240_더블아울렛1#1-E5024H,충청남도 천안시 동남구 삼룡동 240-0,1,1충청남도 천안시 동남구 삼룡동 240-0,L2 자산철거(현장확인 대상),구미,철거대상#1_삼룡동240_더블아울렛1#1-E5024H,221.145.159.93,선산국사,대구,,,,충청남도 천안시 동남구 삼룡동 240-0
112.167.152.106,철거대상#동산리1귀뚜라미냉난방_화재피해#-E5608R,충청남도 아산시 탕정면 동산리 1-0,1,1충청남도 아산시 탕정면 동산리 1-0,L2 자산철거(현장확인 대상),남대구,철거대상#동산리1귀뚜라미냉난방_화재피해#-E5608R,112.167.152.106,서대구국사,대구,,,,충청남도 아산시 탕정면 동산리 1-0 F501J170에 수용되어있음 가용수로인하여 전산상 RN변
220.123.10.17,철거대상#1_두정동773-2 앞BBP#31-E5608R,충청남도 천안시 서북구 두정동 773-2,1,1충청남도 천안시 서북구 두정동 773-2,L2 자산철거(현장확인 대상),서대구,철거대상#1_두정동773-2 앞BBP#31-E5608R,220.123.10.17,동촌국사,대구,,,,충청남도 천안시 서북구 두정동 773-2
175.204.42.8,현장확인#나사렛생활관3층#-E5024,충청남도 천안시 서북구 쌍용동 456-0,1,1충청남도 천안시 서북구 쌍용동 456-0,L2 자산철거(현장확인 대상),서대구,현장확인#나사렛생활관3층#-E5024,175.204.42.8,동촌국사,대구,,,,충청남도 천안시 서북구 쌍용동 456-0
222.118.225.168,철거대상#고객무_한강메디칼_1F창고#-E5624R,충청남도 아산시 둔포면 운용리 339-9,1,1충청남도 아산시 둔포면 운용리 339-9,L2 자산철거(현장확인 대상),서대구,철거대상#고객무_한강메디칼_1F창고#-E5624R,222.118.225.168,동촌국사,대구,,,,충청남도 아산시 둔포면 운용리 339-9
211.225.48.151,철거대상#쌍용동211#-E5024H,충청남도 천안시 서북구 쌍용동 211-3,1,1충청남도 천안시 서북구 쌍용동 211-3,L2 자산철거(현장확인 대상),구미,철거대상#쌍용동211#-E5024H,211.225.48.151,왜관국사,대구,,,,충청남도 천안시 서북구 쌍용동 211-3 일바건물(아이엔지룸)
211.225.48.150,철거대상#쌍용동211#-3_드라파모텔2,충청남도 천안시 서북구 쌍용동 211-3,2,2충청남도 천안시 서북구 쌍용동 211-3,L2 자산철거(현장확인 대상),서대구,철거대상#쌍용동211#-3_드라파모텔2,211.225.48.150,동촌국사,대구,,,,충청남도 천안시 서북구 쌍용동 211-3 일바건물(아이엔지룸)
210.113.217.18,철거대상#(타사전환)행복요양병원_신관2F#-E5624R,충청남도 아산시 신창면 행목리 242-6,1,1충청남도 아산시 신창면 행목리 242-6,L2 자산철거(현장확인 대상),서대구,철거대상#(타사전환)행복요양병원_신관2F#-E5624R,210.113.217.18,동촌국사,대구,,,,충청남도 아산시 신창면 행목리 242-6
211.229.185.26,현장확인필요#불당동 탑모텔_FJ27_E5624R#-E5624R,충청남도 천안시 서북구 불당동 706-0,2,2충청남도 천안시 서북구 불당동 706-0,L2 자산철거(현장확인 대상),남대구,현장확인필요#불당동 탑모텔_FJ27_E5624R#-E5624R,211.229.185.26,봉덕국사,대구,,,,충청남도 천안시 서북구 불당동 706-0
121.158.242.184,철거대상#장재BBH#3-E5008H,충청남도 아산시 배방읍 장재리 1552-0,1,1충청남도 아산시 배방읍 장재리 1552-0,L2 자산철거(현장확인 대상),남대구,철거대상#장재BBH#3-E5008H,121.158.242.184,성서국사,대구,,,,충청남도 아산시 배방읍 장재리 1552-0
119.204.42.161,철거대상#G7호텔-멀티룸팩-MAIN#1-E5024H,충청남도 천안시 동남구 신부동 470-7,1,1충청남도 천안시 동남구 신부동 470-7,L2 자산철거(현장확인 대상),구미,철거대상#G7호텔-멀티룸팩-MAIN#1-E5024H,119.204.42.161,왜관국사,대구,,,,충청남도 천안시 동남구 신부동 470-7 G9 모텔
211.225.190.112,철거대상#새도나모텔 마스터장비#8/8-E5616R,충청북도 청주시 상당구 용암동 1630-0,1,1충청북도 청주시 상당구 용암동 1630-0,L2 자산철거(현장확인 대상),포항,철거대상#새도나모텔 마스터장비#8/8-E5616R,211.225.190.112,북포항국사,대구,,,,충청북도 청주시 상당구 용암동 1630-0
211.225.190.31,철거대상#용암동1618_모텔비타민 2층 소형랙#-E5624R,충청북도 청주시 상당구 용암동 1618-0,1,1충청북도 청주시 상당구 용암동 1618-0,L2 자산철거(현장확인 대상),포항,철거대상#용암동1618_모텔비타민 2층 소형랙#-E5624R,211.225.190.31,북포항국사,대구,,,,충청북도 청주시 상당구 용암동 1618-0
211.225.190.32,#용암동1618_모텔비타민 2층 E/V앞 소형랙#-E5624R,충청북도 청주시 상당구 용암동 1618-0,2,2충청북도 청주시 상당구 용암동 1618-0,L2 자산철거(현장확인 대상),포항,#용암동1618_모텔비타민 2층 E/V앞 소형랙#-E5624R,211.225.190.32,북포항국사,대구,,,,충청북도 청주시 상당구 용암동 1618-0
119.203.83.167,철거대상#구연학사#-E5624R,충청남도 논산시 내동 30-0,1,1충청남도 논산시 내동 30-0,L2 자산철거(현장확인 대상),안동,철거대상#구연학사#-E5624R,119.203.83.167,서안동국사,대구,,,,충청남도 논산시 내동 30-0
211.194.134.120,철거대상#세이#-3층,충청남도 아산시 온천동 1303-0,1,1충청남도 아산시 온천동 1303-0,L2 자산철거(현장확인 대상),구미,철거대상#세이#-3층,211.194.134.120,왜관국사,대구,,,,충청남도 아산시 온천동 1303-0
59.26.240.141,#논산_덕지동558 더행복한 모텔#-E5016H,충청남도 논산시 덕지동 558-0,1,1충청남도 논산시 덕지동 558-0,L2 자산철거(현장확인 대상),서대구,#논산_덕지동558 더행복한 모텔#-E5016H,59.26.240.141,산격국사,대구,,,,충청남도 논산시 덕지동 558-0
211.194.134.125,철거대상#2층 세이#-2층,충청남도 아산시 온천동 1303-0,2,2충청남도 아산시 온천동 1303-0,L2 자산철거(현장확인 대상),서대구,철거대상#2층 세이#-2층,211.194.134.125,동촌국사,대구,,,,충청남도 아산시 온천동 1303-0
211.194.134.83,철거대상#세이#-5층,충청남도 아산시 온천동 1303-0,3,3충청남도 아산시 온천동 1303-0,L2 자산철거(현장확인 대상),남대구,철거대상#세이#-5층,211.194.134.83,서대구국사,대구,,,,충청남도 아산시 온천동 1303-0
211.194.134.76,철거대상#세이#-6층,충청남도 아산시 온천동 1303-0,4,4충청남도 아산시 온천동 1303-0,L2 자산철거(현장확인 대상),안동,철거대상#세이#-6층,211.194.134.76,서안동국사,대구,,,,충청남도 아산시 온천동 1303-0
220.82.66.20,철거대상#참용양병원_6F안내데스크옆랙안#-E5616R,충청남도 아산시 염치읍 송곡리 175-0,1,1충청남도 아산시 염치읍 송곡리 175-0,L2 자산철거(현장확인 대상),안동,철거대상#참용양병원_6F안내데스크옆랙안#-E5616R,220.82.66.20,서안동국사,대구,,,,충청남도 아산시 염치읍 송곡리 175-0
220.82.66.21,철거대상#참용양병원_6F안내데스크옆랙안#-E5624R,충청남도 아산시 염치읍 송곡리 175-0,2,2충청남도 아산시 염치읍 송곡리 175-0,L2 자산철거(현장확인 대상),서대구,철거대상#참용양병원_6F안내데스크옆랙안#-E5624R,220.82.66.21,동촌국사,대구,,,,충청남도 아산시 염치읍 송곡리 175-0
61.85.145.133,철거검토#스타일모텔#2-E5024H,충청남도 논산시 연무읍 안심리 77-51,1,1충청남도 논산시 연무읍 안심리 77-51,L2 자산철거(현장확인 대상),서대구,철거검토#스타일모텔#2-E5024H,61.85.145.133,동촌국사,대구,,,,충청남도 논산시 연무읍 안심리 77-51
211.229.221.159,철거대상#2_은진면_토양리_81#-E5624R,충청남도 논산시 은진면 토양리 81-10,1,1충청남도 논산시 은진면 토양리 81-10,L2 자산철거(현장확인 대상),서대구,철거대상#2_은진면_토양리_81#-E5624R,211.229.221.159,동촌국사,대구,,,,충청남도 논산시 은진면 토양리 81-10
211.229.221.160,철거대상#은진면_토양리_81#-E5616R,충청남도 논산시 은진면 토양리 81-10,2,2충청남도 논산시 은진면 토양리 81-10,L2 자산철거(현장확인 대상),서대구,철거대상#은진면_토양리_81#-E5616R,211.229.221.160,동촌국사,대구,,,,충청남도 논산시 은진면 토양리 81-10 (주)대선1동지상 1벽면함체
121.152.131.137,철거검토#탄약기술연구소#-E5608R,대전광역시 대덕구 장동 212-0,1,1대전광역시 대덕구 장동 212-0,L2 자산철거(현장확인 대상),서대구,철거검토#탄약기술연구소#-E5608R,121.152.131.137,동촌국사,대구,,,,대전광역시 대덕구 장동 212-0
118.42.162.87,철거대상#볼호텔2_FK52C9F0#-E5024,충청남도 천안시 서북구 성정동 1409-0,1,1충청남도 천안시 서북구 성정동 1409-0,L2 자산철거(현장확인 대상),구미,철거대상#볼호텔2_FK52C9F0#-E5024,118.42.162.87,왜관국사,대구,,,,충청남도 천안시 서북구 성정동 1409-0
220.123.167.214,#이건/홍도동92-61#-E5624R,대전광역시 동구 홍도동 92-61,1,1대전광역시 동구 홍도동 92-61,L2 자산철거(현장확인 대상),포항,#이건/홍도동92-61#-E5624R,220.123.167.214,북포항국사,대구,,,,대전광역시 동구 홍도동 92-61
175.203.43.4,철거검토#자양동174-4#-E5624R,대전광역시 동구 자양동 174-4,1,1대전광역시 동구 자양동 174-4,L2 자산철거(현장확인 대상),서대구,철거검토#자양동174-4#-E5624R,175.203.43.4,동촌국사,대구,,,,대전광역시 동구 자양동 174-4
221.158.39.142,1#젠모텔_봉명541-22#1-E5624R,대전광역시 유성구 봉명동 541-22,1,1대전광역시 유성구 봉명동 541-22,L2 자산철거(현장확인 대상),서대구,1#젠모텔_봉명541-22#1-E5624R,221.158.39.142,대구국사,대구,,,,대전광역시 유성구 봉명동 541-22
59.27.60.2,철거대상#봉명동542-3_유성건강약국건물외벽#1-E5616R,대전광역시 유성구 봉명동 542-3,1,1대전광역시 유성구 봉명동 542-3,L2 자산철거(현장확인 대상),서대구,철거대상#봉명동542-3_유성건강약국건물외벽#1-E5616R,59.27.60.2,대구국사,대구,,,,대전광역시 유성구 봉명동 542-3
175.213.139.178,#봉명동555-18_C동_1층단자함#-E5024,대전광역시 유성구 봉명동 555-18,1,1대전광역시 유성구 봉명동 555-18,L2 자산철거(현장확인 대상),서대구,#봉명동555-18_C동_1층단자함#-E5024,175.213.139.178,대구국사,대구,,,,대전광역시 유성구 봉명동 555-18
121.183.219.156,철거대상#(폐문)봉명동543-3_비제이호텔4층#1-E5624R,대전광역시 유성구 봉명동 543-3,1,1대전광역시 유성구 봉명동 543-3,L2 자산철거(현장확인 대상),구미,철거대상#(폐문)봉명동543-3_비제이호텔4층#1-E5624R,121.183.219.156,왜관국사,대구,,,,대전광역시 유성구 봉명동 543-3 비제이호텔_지상4층_안내실내랙
121.183.219.155,철거대상#(폐문)봉명동543-3_비제이호텔4층#2-E5616R,대전광역시 유성구 봉명동 543-3,2,2대전광역시 유성구 봉명동 543-3,L2 자산철거(현장확인 대상),구미,철거대상#(폐문)봉명동543-3_비제이호텔4층#2-E5616R,121.183.219.155,왜관국사,대구,,,,대전광역시 유성구 봉명동 543-3 비제이호텔_지상4층_안내실내랙
121.183.199.189,#206동B1_TPS#-16,대전광역시 유성구 용계동 667-1,1,1대전광역시 유성구 용계동 667-1,L2 자산철거(현장확인 대상),서대구,#206동B1_TPS#-16,121.183.199.189,대구국사,대구,,,,대전광역시 유성구 용계동 667-1
121.152.167.145,OFF(개통중)#근린생활시설B1_MDF실#-LOC_E5908KE,대전광역시 유성구 원신흥동 558-6,1,1대전광역시 유성구 원신흥동 558-6,L2 자산철거(현장확인 대상),서대구,OFF(개통중)#근린생활시설B1_MDF실#-LOC_E5908KE,121.152.167.145,대구국사,대구,,,,대전광역시 유성구 원신흥동 558-6
121.191.249.78,1#금광포란재_103동#3-E5624R,충청북도 음성군 음성읍 신천리 149-0,1,1충청북도 음성군 음성읍 신천리 149-0,L2 자산철거(현장확인 대상),포항,1#금광포란재_103동#3-E5624R,121.191.249.78,오천국사,대구,,,,충청북도 음성군 음성읍 신천리 149-0 103동 #3
121.191.249.75,1#금광포란재_102동#3-E5624R,충청북도 음성군 음성읍 신천리 149-0,2,2충청북도 음성군 음성읍 신천리 149-0,L2 자산철거(현장확인 대상),포항,1#금광포란재_102동#3-E5624R,121.191.249.75,오천국사,대구,,,,충청북도 음성군 음성읍 신천리 149-0 102동 #3
121.156.188.222,철거대상#지엘바이오#-E5616R,충청북도 음성군 원남면 상당리 683-2,1,1충청북도 음성군 원남면 상당리 683-2,L2 자산철거(현장확인 대상),서대구,철거대상#지엘바이오#-E5616R,121.156.188.222,동촌국사,대구,,,,충청북도 음성군 원남면 상당리 683-2
121.153.188.237,철거대상#OFF_장항산단아파트상가동#-E5608R,충청남도 서천군 장항읍 옥남리 722-0,1,1충청남도 서천군 장항읍 옥남리 722-0,L2 자산철거(현장확인 대상),서대구,철거대상#OFF_장항산단아파트상가동#-E5608R,121.153.188.237,동촌국사,대구,,,,충청남도 서천군 장항읍 옥남리 722-0
222.116.252.122,철거대상#E50028#-E5608R,충청북도 증평군 증평읍 연탄리 82-0,1,1충청북도 증평군 증평읍 연탄리 82-0,L2 자산철거(현장확인 대상),서대구,철거대상#E50028#-E5608R,222.116.252.122,산격국사,대구,,,,충청북도 증평군 증평읍 연탄리 82-0
222.116.252.3,철거대상#10유스호스텔#0122-E5624R,충청북도 증평군 증평읍 연탄리 203-0,1,1충청북도 증평군 증평읍 연탄리 203-0,L2 자산철거(현장확인 대상),남대구,철거대상#10유스호스텔#0122-E5624R,222.116.252.3,성서국사,대구,,,,충청북도 증평군 증평읍 연탄리 203-0
222.116.252.11,철거대상#10유스호스텔#0123-E5616R,충청북도 증평군 증평읍 연탄리 203-0,2,2충청북도 증평군 증평읍 연탄리 203-0,L2 자산철거(현장확인 대상),포항,철거대상#10유스호스텔#0123-E5616R,222.116.252.11,오천국사,대구,,,,충청북도 증평군 증평읍 연탄리 203-0
121.155.204.84,철거대상#본관동 건물 1층 행정실#-E5608R,충청북도 증평군 증평읍 덕상리 125-2,1,1충청북도 증평군 증평읍 덕상리 125-2,L2 자산철거(현장확인 대상),남대구,철거대상#본관동 건물 1층 행정실#-E5608R,121.155.204.84,서대구국사,대구,,,,충청북도 증평군 증평읍 덕상리 125-2
222.116.252.68,철거대상#15_송산리94-1 인삼바이오센터#0113-E5616R,충청북도 증평군 증평읍 송산리 94-1,1,1충청북도 증평군 증평읍 송산리 94-1,L2 자산철거(현장확인 대상),남대구,철거대상#15_송산리94-1 인삼바이오센터#0113-E5616R,222.116.252.68,성서국사,대구,,,,충청북도 증평군 증평읍 송산리 94-1
115.22.86.87,철거검토#5동3-4라인옥상#6층(옥상)-V2724GB,부산광역시 부산진구 개금동 627-1,1,1부산광역시 부산진구 개금동 627-1,L2 자산철거(현장확인 대상),서대구,철거검토#5동3-4라인옥상#6층(옥상)-V2724GB,115.22.86.87,북대구국사,대구,,,,부산광역시 부산진구 개금동 627-1 개금시영아파트105동3-4라인
183.103.37.25,철거대상#가야 분기국사(가야BBH)2층#통합운용실-E502,부산광역시 부산진구 가야동 144-18,1,1부산광역시 부산진구 가야동 144-18,L2 자산철거(현장확인 대상),서대구,철거대상#가야 분기국사(가야BBH)2층#통합운용실-E502,183.103.37.25,북대구국사,대구,,,,부산광역시 부산진구 가야동 144-18
115.22.86.30,#자취방(소주)/옥상창고#-V2708GB,부산광역시 부산진구 가야동 427-13,1,1부산광역시 부산진구 가야동 427-13,L2 자산철거(현장확인 대상),서대구,#자취방(소주)/옥상창고#-V2708GB,115.22.86.30,대구국사,대구,,,,부산광역시 부산진구 가야동 427-13 자취방(소주)
119.199.65.24,철거검토#JS민트빌_타사전환#1-V2716GB,경상남도 거제시 장평동 120-1,1,1경상남도 거제시 장평동 120-1,L2 자산철거(현장확인 대상),남대구,철거검토#JS민트빌_타사전환#1-V2716GB,119.199.65.24,서대구국사,대구,,,,경상남도 거제시 장평동 120-1
